
2012-2-1	2,178	2,290	2,175	2,286	10,540,100	2,286
2012-1-31	2,133	2,200	2,110	2,200	8,867,400	2,200
2012-1-30	2,140	2,184	2,104	2,115	7,954,700	2,115
2012-1-27	2,073	2,155	2,058	2,126	8,872,800	2,126
2012-1-26	2,050	2,076	2,003	2,069	7,479,100	2,069
2012-1-25	2,050	2,103	2,032	2,079	5,976,800	2,079
2012-1-24	2,108	2,111	2,015	2,069	10,150,300	2,069
2012-1-23	2,010	2,095	1,995	2,090	10,081,500	2,090
2012-1-20	2,080	2,080	1,971	1,978	14,895,600	1,978
2012-1-19	2,151	2,183	2,015	2,080	18,136,200	2,080
2012-1-18	2,194	2,267	2,151	2,161	9,617,600	2,161
2012-1-17	2,297	2,319	2,198	2,214	8,080,500	2,214
2012-1-16	2,242	2,284	2,190	2,271	6,722,900	2,271
2012-1-13	2,228	2,279	2,172	2,262	12,987,300	2,262
2012-1-12	2,290	2,324	2,115	2,202	20,248,800	2,202
2012-1-11	2,375	2,423	2,272	2,282	12,212,800	2,282
2012-1-10	2,500	2,513	2,387	2,399	10,892,500	2,399
2012-1-6	2,656	2,660	2,516	2,530	9,900,800	2,530
2012-1-5	2,650	2,656	2,590	2,625	3,491,400	2,625
2012-1-4	2,672	2,672	2,641	2,648	2,311,800	2,648
2011-12-30	2,664	2,674	2,635	2,652	3,274,100	2,652
2011-12-29	2,610	2,662	2,603	2,657	5,090,400	2,657
2011-12-28	2,595	2,625	2,569	2,620	4,766,900	2,620
2011-12-27	2,560	2,611	2,528	2,606	5,205,400	2,606
2011-12-26	2,603	2,608	2,563	2,573	3,764,600	2,573
2011-12-22	2,589	2,592	2,538	2,553	3,987,700	2,553
2011-12-21	2,580	2,618	2,536	2,601	6,470,600	2,601
2011-12-20	2,490	2,568	2,475	2,557	4,911,500	2,557
2011-12-19	2,477	2,494	2,429	2,469	4,947,800	2,469
2011-12-16	2,526	2,568	2,492	2,500	6,345,200	2,500
2011-12-15	2,605	2,618	2,481	2,487	7,062,500	2,487
2011-12-14	2,657	2,668	2,588	2,597	7,022,500	2,597
2011-12-13	2,682	2,731	2,630	2,670	8,112,500	2,670
2011-12-12	2,625	2,700	2,618	2,693	7,027,000	2,693
2011-12-9	2,590	2,650	2,557	2,600	8,929,200	2,600
2011-12-8	2,505	2,590	2,498	2,583	5,303,900	2,583
2011-12-7	2,550	2,564	2,509	2,517	5,436,400	2,517
2011-12-6	2,505	2,575	2,476	2,508	6,175,000	2,508
2011-12-5	2,540	2,540	2,475	2,523	3,770,200	2,523
2011-12-2	2,497	2,532	2,447	2,514	6,271,900	2,514
2011-12-1	2,574	2,589	2,442	2,457	7,617,300	2,457
2011-11-30	2,530	2,555	2,497	2,546	4,349,800	2,546
2011-11-29	2,537	2,542	2,494	2,542	4,703,800	2,542
2011-11-28	2,468	2,517	2,434	2,505	6,129,300	2,505
2011-11-25	2,440	2,487	2,371	2,408	8,066,800	2,408
2011-11-24	2,620	2,620	2,422	2,427	9,088,400	2,427
2011-11-22	2,550	2,670	2,514	2,632	6,317,000	2,632
2011-11-21	2,724	2,773	2,597	2,614	6,908,200	2,614
2011-11-18	2,640	2,762	2,622	2,755	7,161,100	2,755
2011-11-17	2,705	2,723	2,669	2,676	4,020,500	2,676
