
2013-3-1	1,116	1,143	1,105	1,121	5,755,300	1,121
2013-2-28	1,145	1,147	1,126	1,128	4,271,300	1,128
2013-2-27	1,165	1,169	1,144	1,152	3,339,000	1,152
2013-2-26	1,162	1,192	1,157	1,167	3,856,400	1,167
2013-2-25	1,183	1,188	1,163	1,173	4,929,600	1,173
2013-2-22	1,143	1,194	1,138	1,178	10,958,000	1,178
2013-2-21	1,131	1,171	1,124	1,148	9,965,600	1,148
2013-2-20	1,093	1,150	1,066	1,142	22,677,600	1,142
2013-2-19	1,200	1,204	1,143	1,154	25,247,300	1,154
2013-2-18	1,094	1,135	1,032	1,124	16,978,600	1,124
2013-2-15	1,148	1,149	1,057	1,086	16,837,300	1,086
2013-2-14	1,146	1,178	1,122	1,154	13,186,500	1,154
2013-2-13	1,230	1,250	1,115	1,150	32,271,400	1,150
2013-2-12	1,382	1,394	1,340	1,357	6,431,300	1,357
2013-2-8	1,420	1,434	1,377	1,387	7,093,900	1,387
2013-2-7	1,405	1,418	1,390	1,396	4,141,800	1,396
2013-2-6	1,366	1,427	1,354	1,405	13,633,500	1,405
2013-2-5	1,363	1,364	1,349	1,355	3,581,100	1,355
2013-2-4	1,392	1,393	1,362	1,368	4,296,100	1,368
2013-2-1	1,361	1,385	1,355	1,381	5,535,800	1,381
2013-1-31	1,367	1,369	1,349	1,360	4,941,800	1,360
2013-1-30	1,373	1,388	1,358	1,361	6,293,700	1,361
2013-1-29	1,381	1,400	1,362	1,366	6,070,300	1,366
2013-1-28	1,380	1,403	1,366	1,373	6,531,800	1,373
2013-1-25	1,352	1,380	1,335	1,363	6,280,300	1,363
2013-1-24	1,396	1,397	1,345	1,348	9,282,500	1,348
2013-1-23	1,409	1,445	1,390	1,396	7,699,700	1,396
2013-1-22	1,446	1,454	1,398	1,408	6,722,800	1,408
2013-1-21	1,459	1,488	1,438	1,453	6,150,600	1,453
2013-1-18	1,455	1,477	1,438	1,464	8,025,600	1,464
2013-1-17	1,436	1,477	1,424	1,436	8,317,400	1,436
2013-1-16	1,484	1,487	1,424	1,436	8,170,600	1,436
2013-1-15	1,420	1,477	1,413	1,466	11,750,800	1,466
2013-1-11	1,380	1,416	1,378	1,403	5,729,700	1,403
2013-1-10	1,393	1,398	1,376	1,382	4,883,500	1,382
2013-1-9	1,410	1,429	1,380	1,385	6,562,300	1,385
2013-1-8	1,426	1,465	1,396	1,416	10,178,500	1,416
2013-1-7	1,367	1,447	1,343	1,435	13,009,600	1,435
2013-1-4	1,358	1,387	1,353	1,381	5,916,000	1,381
2012-12-28	1,352	1,366	1,332	1,338	4,378,200	1,338
2012-12-27	1,378	1,378	1,357	1,360	3,641,300	1,360
2012-12-26	1,365	1,378	1,362	1,369	1,983,900	1,369
2012-12-25	1,375	1,381	1,352	1,363	2,922,400	1,363
2012-12-21	1,360	1,384	1,344	1,374	4,413,900	1,374
2012-12-20	1,378	1,388	1,351	1,358	4,447,700	1,358
2012-12-19	1,394	1,398	1,358	1,371	5,572,900	1,371
2012-12-18	1,402	1,412	1,387	1,391	4,445,000	1,391
2012-12-17	1,403	1,424	1,390	1,406	4,536,900	1,406
2012-12-14	1,420	1,438	1,395	1,405	4,326,700	1,405
2012-12-13	1,470	1,470	1,425	1,429	4,156,200	1,429
2012-12-12	1,480	1,495	1,445	1,458	7,187,200	1,458
2012-12-11	1,417	1,483	1,416	1,475	9,089,200	1,475
2012-12-10	1,405	1,414	1,393	1,412	3,293,700	1,412
2012-12-7	1,404	1,406	1,378	1,387	2,525,900	1,387
2012-12-6	1,394	1,404	1,377	1,396	3,031,500	1,396
2012-12-5	1,389	1,396	1,375	1,388	3,287,300	1,388
2012-12-4	1,410	1,418	1,386	1,392	3,470,400	1,392
2012-12-3	1,455	1,458	1,411	1,413	4,822,700	1,413
2012-11-30	1,400	1,453	1,397	1,433	7,757,300	1,433
2012-11-29	1,365	1,400	1,359	1,393	4,976,500	1,393
2012-11-28	1,413	1,414	1,355	1,356	5,618,600	1,356
2012-11-27	1,398	1,405	1,381	1,401	3,810,500	1,401
2012-11-26	1,385	1,398	1,378	1,381	2,551,700	1,381
2012-11-22	1,365	1,388	1,354	1,375	3,625,400	1,375
2012-11-21	1,390	1,393	1,359	1,362	3,603,100	1,362
2012-11-20	1,358	1,405	1,346	1,390	6,248,600	1,390
2012-11-19	1,345	1,354	1,330	1,348	3,483,300	1,348
2012-11-16	1,371	1,372	1,324	1,330	6,785,700	1,330
2012-11-15	1,370	1,392	1,345	1,373	11,318,900	1,373
2012-11-14	1,429	1,433	1,381	1,425	4,817,100	1,425
2012-11-13	1,380	1,423	1,374	1,412	4,566,600	1,412
2012-11-12	1,430	1,439	1,378	1,380	5,378,500	1,380
2012-11-9	1,470	1,484	1,437	1,439	9,578,400	1,439
2012-11-8	1,374	1,432	1,372	1,414	6,813,000	1,414
2012-11-7	1,344	1,395	1,337	1,390	9,408,700	1,390
2012-11-6	1,328	1,344	1,306	1,314	4,541,200	1,314
2012-11-5	1,340	1,352	1,316	1,328	4,892,500	1,328
2012-11-2	1,368	1,369	1,308	1,329	6,992,200	1,329
2012-11-1	1,391	1,399	1,356	1,357	4,462,900	1,357
